CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL403949	427233	CHEMBL403949	427233		12a	288.38	1.35	55.56	0	CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCc3c2	2169436	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467621	CHEMBL930496	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38698	CHEMBL1143081	18445525	Bioorg. Med. Chem. Lett.	2008	18	11	3328			
CHEMBL257389	425703	CHEMBL257389	425703		R-26l	312.4	.65	83.8	0	COCCN(CC(=C)F)C(=O)[C@]1(C[C@H]1CN)c2ccsc2	2170830	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467792	CHEMBL931356	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38710	CHEMBL1143093	18468895	Bioorg. Med. Chem. Lett.	2008	18	11	3230	722	CHEMBL3307715	HEK293
CHEMBL498481	511421	CHEMBL498481	511421		9-II	297.39	3.83	30.49	0	CCc1ccccc1O[C@H]2[C@@H](CNC)COc3ccccc23	2243511	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510093	CHEMBL998747	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44164	CHEMBL1156588	18672364	Bioorg. Med. Chem. Lett.	2008	18	16	4491	722	CHEMBL3307715	HEK293
CHEMBL255246	425660	CHEMBL255246	425660		R-26p	312.43	2.36	74.57	0	NC[C@@H]1C[C@@]1(C(=O)N2CCCc3ccccc23)c4ccsc4	2170826	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467792	CHEMBL931356	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38710	CHEMBL1143093	18468895	Bioorg. Med. Chem. Lett.	2008	18	11	3230	722	CHEMBL3307715	HEK293
CHEMBL403616	425753	CHEMBL403616	425753		R-26e	294.41	.74	83.8	0	COCCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2	2170837	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467792	CHEMBL931356	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38710	CHEMBL1143093	18468895	Bioorg. Med. Chem. Lett.	2008	18	11	3230	722	CHEMBL3307715	HEK293
CHEMBL509446	452286	CHEMBL509446	452286		16-I	269.34	2.5	55.48	0	Cc1ccccc1O[C@H]2c3ccccc3C[C@@]2(O)CN	2591140	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	558435	CHEMBL963841	B	Inhibition of dopamine uptake at human DAT transfected in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44914	CHEMBL1152169	18954981	Bioorg. Med. Chem. Lett.	2008	18	23	6151			
CHEMBL272744	436185	CHEMBL272744	436185		rac-6b	274.4	2.07	32.34	0	CCNCC1CC1(C(=O)N(CC)CC)c2ccccc2	2100259	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	469336	CHEMBL932890	B	Inhibition of human DAT	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38837	CHEMBL1143218	18207394	Bioorg. Med. Chem. Lett.	2008	18	4	1346			
CHEMBL457967	518285	CHEMBL457967	518285		30a	225.26	1.51	44.48	0	COc1ccc(F)cc1C2CCC(CN)O2	2613627	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	541285	CHEMBL1031544	B	Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			45958	CHEMBL1152751	19201198	Bioorg. Med. Chem.	2009	17	5	2047			
CHEMBL498510	511374	CHEMBL498510	511374		38	319.85	4.11	46.56	0	CNC[C@@H]1CSc2ccccc2[C@@H]1Oc3ccccc3Cl	2242138	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	510056	CHEMBL995199	B	Inhibition of dopamine uptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			44158	CHEMBL1156582	18667309	Bioorg. Med. Chem. Lett.	2008	18	16	4495			
CHEMBL402090	425662	CHEMBL402090	425662		R-26m	262.37	.78	74.57	0	NC[C@@H]1C[C@@]1(C(=O)N2CCCC=C2)c3ccsc3	2170829	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	467792	CHEMBL931356	B	Inhibition of dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			38710	CHEMBL1143093	18468895	Bioorg. Med. Chem. Lett.	2008	18	11	3230	722	CHEMBL3307715	HEK293
CHEMBL88986	145210	CHEMBL88986	145210		14 (O-874)	388.4	3.82	44.76	0	COC(=O)[C@H]1[C@H](CC2CCC1O2)OC(c3ccc(F)cc3)c4ccc(F)cc4	577419	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61358	CHEMBL673260	B	Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			14058	CHEMBL1130119	9276012	J. Med. Chem.	1997	40	17	2661			
CHEMBL469947	516940	CHEMBL469947	516940		5d	276.4	1.65	74.56	0	NC[C@@H]1C[C@@]1(C(=O)N(CC=C)C2CC2)c3cccs3	2397396	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	493242	CHEMBL948472	B	Displacement of 3,4-[ring-2,5,6-3H]dihydroxyphenylethylamine from human cloned DAT expressed in HEK293 cells by microplate scintillation counter	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			45878	CHEMBL1152288	18954038	J. Med. Chem.	2008	51	22	7265	722	CHEMBL3307715	HEK293
CHEMBL491754	460807	CHEMBL491754	460807		KF-A5	336.47	5.1	23.55	1	CCN(CC)CCCCCN1c2ccccc2C(=O)c3ccccc13	2515831	IC50	>	10000	nM		IC50	>	10	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	499917	CHEMBL979827	B	Inhibition of [3H]dopamine uptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			47133	CHEMBL1138538	17846138	Antimicrob. Agents Chemother.	2007	51	11	4133	722	CHEMBL3307715	HEK293
CHEMBL500629	467993	CHEMBL500629	467993		35	390.44	3.67	97.07	0	CN(C)Cc1cc(ccc1Sc2ccc(cc2)C(F)(F)F)S(=O)(=O)N	2451715	IC50	>	10000	nM		IC50	>	10000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	487516	CHEMBL1012268	B	Inhibition of [3H]DA reuptake at human dopamine transporter expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			43793	CHEMBL1155050	18571404	Bioorg. Med. Chem. Lett.	2008	18	14	4018	722	CHEMBL3307715	HEK293
CHEMBL1173280	651231	CHEMBL1173280	651231		4g	266.29	1.55	87.31	0	C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(c2)[N+](=O)[O-]	3360066	IC50	=	12000	nM	4.92	IC50	=	12000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	641576	CHEMBL1176113	B	Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells after 90 mins by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	51842	CHEMBL1177712	20509659	J. Med. Chem.	2010	53	12	4731	722	CHEMBL3307715	HEK293
CHEMBL310650	145209	CHEMBL310650	145209		O-696	401.45	4.09	38.76	0	COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(c3ccc(F)cc3)c4ccc(F)cc4	564988	IC50	=	13500	nM	4.87	IC50	=	13500	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61358	CHEMBL673260	B	Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			14058	CHEMBL1130119	9276012	J. Med. Chem.	1997	40	17	2661			
CHEMBL445794	521527	CHEMBL445794	521527		9	227.3	2.05	21.26	0	C(O[C@H]1CCNC1)c2ccc3ccccc3c2	2417480	IC50	=	15000	nM	4.82	IC50	=	15	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	564829	CHEMBL954295	B	Inhibition of radiolabeled dopamine reuptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	46430	CHEMBL1153958	19282174	Bioorg. Med. Chem. Lett.	2009	19	8	2329	722	CHEMBL3307715	HEK293
CHEMBL455221	518498	CHEMBL455221	518498		30e	281.37	3.2	44.48	0	COc1ccc(F)cc1CCCC[C@H]2CC[C@H](CN)O2	2613642	IC50	=	16540	nM	4.78	IC50	=	16540	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	541285	CHEMBL1031544	B	Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	45958	CHEMBL1152751	19201198	Bioorg. Med. Chem.	2009	17	5	2047			
CHEMBL199598	333969	CHEMBL199598	333969		7	384.31	3.82	23.47	0	CN1C2CCC1CC(O)(C2)C3c4ccccc4c5ccc(Br)cc35	1661353	IC50	=	16800	nM	4.77	IC50	=	16800	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	326652	CHEMBL870557	B	Displacement of [3H]WIN-35428 from human DAT	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	30387	CHEMBL1141860	16202585	Bioorg. Med. Chem. Lett.	2005	15	24	5488			
CHEMBL450907	458469	CHEMBL450907	458469		15	281.37	2.81	44.48	0	COc1ccc(F)cc1CCCC2CCC(CCN)O2	2607133	IC50	=	16987	nM	4.77	IC50	=	16987	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	543531	CHEMBL1019480	B	Displacement of [3H]dopamine from human recombinant DAT expressed in HEK293 cells by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	46012	CHEMBL1152805	19256502	J. Med. Chem.	2009	52	6	1530	722	CHEMBL3307715	HEK293
CHEMBL477580	489281	CHEMBL477580	489281		25	349.68	3.8	32.34	0	CC(C)C(=O)N(Cc1cc(Cl)cc(Cl)c1Cl)[C@H]2CCNC2	2565071	IC50	=	21600	nM	4.67	IC50	=	21600	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	513533	CHEMBL979029	B	Inhibition of [3H]DA reuptake at human dopamine transporter expressed in HEK293 cells by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	44021	CHEMBL1155868	18625557	Bioorg. Med. Chem. Lett.	2008	18	15	4308	722	CHEMBL3307715	HEK293
CHEMBL576821	582570	CHEMBL576821	582570		27	336.42	2.07	57.79	0	Cc1c(CN([C@@H]2CCNC2)S(=O)(=O)C)ccc3cc(F)ccc13	3012126	IC50	>	28000	nM		IC50	>	28	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	596936	CHEMBL1048877	B	Inhibition of dopamine reuptake at human dopamine transporter expressed in HEK293 cells after 5 mins by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			48961	CHEMBL1156048	19740658	Bioorg. Med. Chem. Lett.	2009	19	20	5893	722	CHEMBL3307715	HEK293
CHEMBL443090	521767	CHEMBL443090	521767		33	272.36	3.25	15.27	0	Cc1c(CCN2CCNCC2)ccc3cc(F)ccc13	2417576	IC50	>	31000	nM		IC50	>	31	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	564829	CHEMBL954295	B	Inhibition of radiolabeled dopamine reuptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			46430	CHEMBL1153958	19282174	Bioorg. Med. Chem. Lett.	2009	19	8	2329	722	CHEMBL3307715	HEK293
CHEMBL89208	142459	CHEMBL89208	142459		34	275.34	1.49	49.77	0	COC(=O)C1C2C[C@H](O)C(CC1c3ccccc3)N2C	753911	IC50	=	32600	nM	4.49	IC50	=	32600	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61359	CHEMBL673261	B	Inhibition of [3H]WIN-35428 binding to Dopamine transporter in rhesus (Macaca mulatta) or cynomolgus monkey (Macaca fascicularis) caudate-putamen	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			16050	CHEMBL1134553	11472216	J. Med. Chem.	2001	44	16	2619			
CHEMBL256293	427081	CHEMBL256293	427081		17	304.81	4.2	25.36	0	CCc1cc(Cl)ccc1Oc2cc(C)ncc2CN(C)C	2166332	IC50	>	34000	nM		IC50	>	34000	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	479730	CHEMBL929227	B	Inhibition of [3H]DA uptake at human recombinant DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			39530	CHEMBL1145616	18417343	Bioorg. Med. Chem. Lett.	2008	18	9	2896	722	CHEMBL3307715	HEK293
CHEMBL72	6243	CHEMBL72	6243	DESIPRAMINE	desipramine	266.38	3.85	15.27	0	CNCCCN1c2ccccc2CCc3ccccc13	1889384	IC50	=	47900	nM	4.32	IC50	=	47.9	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	437429	CHEMBL906826	B	Inhibition of [3H]dopamine uptake in human wild type DAT transfected HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	35894	CHEMBL1143765	17690258	Science	2007	317	5843	1390	722	CHEMBL3307715	HEK293
CHEMBL2431797	1583857	CHEMBL2431797	1583857	(-)-O-METHYLCUBEBIN	3	370.4	3.6	55.38	0	COC1OC[C@@H](Cc2ccc3OCOc3c2)[C@@H]1Cc4ccc5OCOc5c4	13470604	IC50	=	78600	nM	4.1	IC50	=	78.6	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	984397	CHEMBL2433121	B	Inhibition of human DAT expressed in MDCK cells using [3H]-dopamine as substrate after 10 mins by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	75086	CHEMBL2429840	24112084	J. Nat. Prod.	2013	76	10	1889			
CHEMBL3311308	1780417	CHEMBL3311308	1780417		8, GSK137647A	305.39	3.76	63.78	0	COc1ccc(cc1)S(=O)(=O)Nc2c(C)cc(C)cc2C	15039977	IC50	>	100000	nM		pIC50	<	4				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1455286	CHEMBL3362292	B	Inhibition of human DAT by BacMam Binding SPA/summary (Abse5) assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			90203	CHEMBL3351646	24881566	Bioorg. Med. Chem. Lett.	2014	24	14	3100			
CHEMBL323348	165740	CHEMBL323348	165740	DIMETHYL PHTHALATE	20	194.18	1.54	52.6	0	COC(=O)c1ccccc1C(=O)OC	549264	IC50	>	100000	nM		IC50	>	100	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61356	CHEMBL673258	B	Inhibition of [3H]WIN-35428 binding to the dopamine transporter in cynomolgus (macaca fascicularis) monkey caudate putamen.	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			15550	CHEMBL1133606	10956207	J. Med. Chem.	2000	43	16	2982			
CHEMBL989	105252	CHEMBL989	105252	FLUOCINOLONE ACETONIDE	FLUOCINOLONE ACETONIDE	452.49	1	93.06	0	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	7644303	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1200559	674510	CHEMBL1200559	674510	LACTIC ACID	LACTIC ACID	90.08	-.39	57.53	0	CC(O)C(=O)O	7776347	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL53463	78759	CHEMBL53463	78759	DOXORUBICIN	DOXORUBICIN	543.52	-.04	206.07	3	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO	7664726	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL27	1370	CHEMBL27	1370	PROPRANOLOL	PROPRANOLOL	259.34	2.54	41.48	0	CC(C)NCC(O)COc1cccc2ccccc12	7741570	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL510139	466684	CHEMBL510139	466684	CITRININ	CITRININ	250.25	.93	83.83	0	C[C@H]1OC=C2C(=C(C(=O)O)C(=O)C(=C2[C@@H]1C)C)O	7701615	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL469	5080	CHEMBL469	5080	KETOROLAC	KETOROLAC	255.27	2.83	59.3	0	OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3	7778255	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL614	23522	CHEMBL614	23522	PYRAZINAMIDE	PYRAZINAMIDE	123.11	-1.04	68.87	0	NC(=O)c1cnccn1	7728840	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1381098	804982	CHEMBL1381098	804982	1-NAPHTHYLISOTHIOCYANATE	1-NAPHTHYL ISOTHIOCYANATE	185.24	3.5	44.45	0	S=C=Nc1cccc2ccccc12	7626014	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL1082	143284	CHEMBL1082	143284	AMOXICILLIN	AMOXICILLIN	365.4	-2.54	158.26	0	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O	7627050	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL325372	178681	CHEMBL325372	178681	METHYLPARABEN	METHYLPARABEN	152.15	1.44	46.53	0	COC(=O)c1ccc(O)cc1	7773121	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL109	15217	CHEMBL109	15217	VALPROIC ACID	VALPROIC ACID	144.21	2.75	37.29	0	CCCC(CCC)C(=O)O	7783934	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
