CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL483748	520311	CHEMBL483748	520311	GSK-953913A	GSK953913A	390.45	3.38	90.66	0	NS(=O)(=O)c1ccc(cc1)c2cc3ccncc3cc2OCc4ccccc4	8201464	Inhibition	=	3.02	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL66004	104833	CHEMBL66004	104833	GW578748X	GW578748X	284.27	1.79	108.31	0	COc1cc(\C=N\Nc2ncnc3[nH]ncc23)ccc1O	8204940	Inhibition	=	8.12	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL181361	306783	CHEMBL181361	306783	GW693481X	GW693481X	305.36	3.01	105.82	0	Nc1nc(c2ccccn2)c(s1)c3ccc4ncccc4n3	8209520	Inhibition	=	.52	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909410	1249181	CHEMBL1963561	1285272	GSK-259178A	GSK259178A	614.66	6.01	121.78	2	OC(=O)C(F)(F)F.Fc1ccc(F)c(Cn2ccc3cc(Nc4ncnc5cc(C#C[C@@H]6C[C@H](CN6)OC(=O)N7CCOCC7)sc45)ccc23)c1	8215656	Inhibition	=	5.05	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL189459	312942	CHEMBL189459	312942	GW833373X	GW833373X	396.42	5.26	68	1	Cc1ccc2c(c3ccnc(Nc4ccccc4)n3)c(nn2n1)c5ccc(F)cc5	8196630	Inhibition	=	3.23	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL305477	105473	CHEMBL305477	105473	GW829874X	GW829874X	374.4	3.8	86.45	0	COc1cccc(\C=N\Nc2ncnc3c2cnn3c4cccc(OC)c4)c1	8136190	Inhibition	=	1.61	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1794056	1157687	CHEMBL1794056	1157687	GW301789X	GW301789X	303.32	1.61	71.84	0	O=C1Nc2ccccc2/C/1=C/Nc3ccc(cc3)n4cncn4	8175524	Inhibition	=	5.01	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL275200	13772	CHEMBL275200	13772		SB-278538	471.57	5.59	64.86	1	CC(C)(C)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1	8148663	Inhibition	=	3.07	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL175321	293753	CHEMBL175321	293753		GR-105659X	263.29	3.05	49.33	0	Oc1ccc2\C(=C\3/C(=O)Nc4ccccc34)\CCc2c1	8220809	Inhibition	=	3.42	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL103098	169327	CHEMBL103098	169327		SB-738482	356.4	2.11	126.32	0	NS(=O)(=O)c1ccc(cc1)c2ccc3c(NC(=O)C4CC4)n[nH]c3c2	8213993	Inhibition	=	1.47	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL220244	364137	CHEMBL220244	364137	GW427984X	GW427984X	296.36	2.81	53.43	0	CN(C)C(=O)c1cncc(\C=C\c2c(C)cc(O)cc2C)c1	8128323	Inhibition	=	4.52	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL189353	315416	CHEMBL189353	315416	GW809897X	GW809897X	571.48	5.97	124.7	2	CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c3ccnc(Nc4cccc(CS(=O)(=O)C)c4)n3	8146034	Inhibition	=	8.34	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL479079	490578	CHEMBL479079	490578	GW612286X	GW612286X	406.44	4.09	106.21	0	COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC	8166700	Inhibition	=	17.81	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL66292	104737	CHEMBL66292	104737	PYRAZOLOPYRIMIDINE 2	GW811168X	422.46	3.34	119.74	0	COc1cccc(c1)n2ncc3c(N\N=C\c4ccc(cc4)S(=O)(=O)C)ncnc23	8188547	Inhibition	=	1.39	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL493326	477572	CHEMBL493326	477572	GSK-317314A	GSK317314A	427.9	4.8	107.6	0	COc1ccc2ncn(c3cc(O[C@H](C)c4ccccc4Cl)c(s3)C(=O)N)c2c1	8101650	Inhibition	=	-3.1	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1794073	1157704	CHEMBL476571	490633	GW770220A	GW770220A	423.49	3.26	127.41	0	Cl.CN(c1ccc2c(C)nn(C)c2c1)c3ccnc(Nc4cccc(c4)S(=O)(=O)N)n3	8175911	Inhibition	=	12.35	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL505915	495919	CHEMBL505915	495919	GSK-1751853A	GSK1751853A	601.67	3.99	144.74	1	COc1cc2CCN(C(=O)CN3CCN(CC3)C(C)C)c2cc1Nc4nc(Nc5cccc(F)c5C(=O)N)c6cc[nH]c6n4	8090234	Inhibition	=	-.19	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL274863	13507	CHEMBL274863	13507		SB-216385	382.43	2.2	82.09	0	Nc1nccc(n1)c2c(ncn2CCCN3CCOCC3)c4ccc(F)cc4	8219426	Inhibition	=	2.73	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL205158	343438	CHEMBL205158	343438	GW695874X	GW695874X	427.5	3.62	76.16	0	C(CN1CCOCC1)Oc2ccc(cc2)c3cc(ccn3)c4c[nH]nc4c5ccccn5	8219176	Inhibition	=	6.98	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL399410	398350	CHEMBL399410	398350		SB-437013	453.56	4.78	76.22	0	COc1ccc2cc(ccc2c1)c3c(nc(c4ccc(cc4)[S+](C)[O-])n3C)c5ccncc5	8070296	Inhibition	=	1.65	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL232601	396442	CHEMBL232601	396442	GW846105X	GW846105X	401.48	3.93	101.44	0	O=C(Nc1sc2N(CCCc2c1C#N)C(=O)C3CC3)c4cccc5ccccc45	8224667	Inhibition	=	3.15	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL188426	312779	CHEMBL188426	312779	GW807982X	GW807982X	430.38	4.63	86.46	0	CCOc1ccc2c(cnn2n1)c3ccnc(Nc4cc(OC)cc(c4)C(F)(F)F)n3	8197260	Inhibition	=	-2.13	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL418348	13600	CHEMBL418348	13600		SB-254169	493.55	3.72	107.38	0	CS(=O)(=O)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1	8130974	Inhibition	=	2.94	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL183993	312977	CHEMBL183993	312977	GW811761X	GW811761X	400.36	4.64	77.23	0	CCOc1ccc2c(cnn2n1)c3ccnc(Nc4cccc(c4)C(F)(F)F)n3	8156159	Inhibition	=	1.9	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909404	1249175	CHEMBL1909404	1249175	GW581744X	GW581744X	406.41	2.23	118.43	0	NC(=O)c1ccc2c(c3ccnc(NCCCO)n3)c(nn2c1)c4ccc(F)cc4	8172714	Inhibition	=	.15	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL179465	298893	CHEMBL179465	298893	GW621970X	GW621970X	376.4	3.69	89.81	0	CCS(=O)(=O)c1ccc(OC)c(Nc2oc(cn2)c3cccc(F)c3)c1	8131624	Inhibition	=	7.39	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909393	1249164	CHEMBL212965	358465	GW583373A	GW583373A	559.08	6.09	99.7	2	Cl.[O-][S+]1CCN(Cc2oc(cc2)c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(Cl)c5)c4c3)CC1	8100715	Inhibition	=	1.27	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL215993	358715	CHEMBL215993	358715	GW284372X	GW284372X	393.44	5.96	60.18	1	C(Oc1ccc(Nc2ncnc3ccc(cc23)c4occc4)cc1)c5ccccc5	8102935	Inhibition	=	4	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909358	1249129	CHEMBL475932	490580	GW654652C	GW654652C	452.53	4.2	121.47	0	Cl.CCS(=O)(=O)c1ccc(OC)c(Nc2nccc(n2)N(C)c3ccc4c(C)n[nH]c4c3)c1	8152870	Inhibition	=	3.52	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909382	1249153	CHEMBL400388	413833	GW759710A	GW759710A	323.32	3.42	92.93	0	Cl.NC(=O)c1cccc(Nc2nccc(Nc3cccc(F)c3)n2)c1	8107831	Inhibition	=	3.17	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL261440	429466	CHEMBL261440	429466		SB-735465	313.3	3.82	57.78	0	Fc1ccc(F)c(c1)c2ccc3c(NC(=O)C4CC4)n[nH]c3c2	8158913	Inhibition	=	3.49	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909385	1249156	CHEMBL213342	358405	GW458787A	GW458787A	528.62	5.17	114.73	2	Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2	8091193	Inhibition	=	6.4	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL189231	314571	CHEMBL189231	314571		SB-734117	284.32	2.21	95.65	0	Nc1nonc1c2nc3cnccc3n2C4CCCCC4	8083624	Inhibition	=	-2.62	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL230597	383788	CHEMBL230597	383788	GSK-586581A	GSK586581A	381.45	2.03	123.66	0	CS(=O)(=O)Nc1ccc(cc1)c2cc(cc(C(=O)N)c2N)c3ccccc3	8088376	Inhibition	=	.16	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL160937	262476	CHEMBL160937	262476		SB-390527	314.72	2.6	78.43	0	Oc1cccc(NC2=C(C(=O)NC2=O)c3ccccc3Cl)c1	8165883	Inhibition	=	3.43	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1794053	1157684	CHEMBL1852697	1193376	GW407323A	GW407323A	493.17	4.18	116.48	0	Cl.Nc1nc(cs1)c2ccc3NC(=O)C(=Cc4cc(Br)c(O)c(Br)c4)c3c2	8206587	Inhibition	=	.76	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL476351	490360	CHEMBL476351	490360	GW775608X	GW775608X	470.56	3.89	83.56	0	Cc1ccc(NC(=O)c2ccnc(c2)N3CCOCC3)cc1c4ccc(cc4)C(=O)NCC5CC5	8155058	Inhibition	=	3.74	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL67241	105345	CHEMBL67241	105345	GW794607X	GW794607X	372.43	3.37	92.91	0	CCCNc1cccc(c1)n2ncc3c(N\N=C\c4ccncc4)ncnc23	8137370	Inhibition	=	6.59	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909389	1249160	CHEMBL387207	358341	GW574782A	GW574782A	596.62	6.11	114.73	2	Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(c4)C(F)(F)F)c3c2	8139643	Inhibition	=	2.98	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL207410	345922	CHEMBL207410	345922	GW772405X	GW772405X	486.92	5.89	76.14	1	CNC(=O)c1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3	8154714	Inhibition	=	-1.06	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL480371	475657	CHEMBL480371	475657	GW853609X	GW853609X	496.3	5.47	98.38	1	NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4cc(ccc34)C(F)(F)F	8107495	Inhibition	=	5.27	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL220465	365407	CHEMBL220465	365407	GSK-248233A	GSK248233A	484.51	3.75	137.22	0	CCn1c(nc2cnc(Oc3cccc(NC(=O)c4ccc(cc4)N(C)C)c3)cc12)c5nonc5N	8065885	Inhibition	=	.78	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
